Order Date,Category,Item Name,Supplier,Quantity,Unit Cost,Total Cost
2023-06-19,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,9,8.47,76.22
2023-06-19,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,19,33.87,643.58
2023-06-19,Food,Fresh Strawberries (1 lb),FOD-001,42,3.27,137.51
2023-06-19,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,26,4.19,108.99
2023-06-19,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,49,1.16,56.72
2023-06-19,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,26,4.13,107.43
2023-06-19,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,35,9.27,324.49
2023-06-19,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,14,2.78,38.86
2023-06-19,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,14,5.79,81.01
2023-06-26,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,11,56.32,619.57
2023-06-26,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,16,5.34,85.38
2023-06-26,Food,Bananas (by the pound),FOD-003,47,0.77,36.19
2023-06-26,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,26,4.46,115.94
2023-06-26,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,36,8.36,301.09
2023-06-26,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,23,19.24,442.6
2023-06-26,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,37,2.96,109.43
2023-06-26,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,15,6.32,94.73
2023-06-26,Textiles,Men's Fleece Hoodie,TXT-001,27,12.24,330.51
2023-06-26,Textiles,Twin Size Sheet Set,TXT-002,45,10.83,487.43
2023-07-03,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,7,74.58,522.09
2023-07-03,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,6,5.17,31.05
2023-07-03,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,19,20.57,390.89
2023-07-03,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,16,78.54,1256.64
2023-07-03,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,10,136.87,1368.68
2023-07-03,Food,Bananas (by the pound),FOD-003,37,0.68,25.08
2023-07-03,Food,Fresh Strawberries (1 lb),FOD-001,36,3.22,115.81
2023-07-03,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,51,4.33,220.92
2023-07-03,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,31,3.34,103.58
2023-07-03,Textiles,Men's Fleece Hoodie,TXT-001,39,11,428.84
2023-07-03,Textiles,Women's Skinny Jeans,TXT-003,23,15.24,350.47
2023-07-03,Textiles,Women's V-Neck T-Shirt,TXT-003,39,3.15,122.9
2023-07-10,Food,Bananas (by the pound),FOD-003,31,0.69,21.4
2023-07-10,Food,Fresh Strawberries (1 lb),FOD-002,47,3.27,153.92
2023-07-10,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,52,8.97,466.42
2023-07-10,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,34,3.21,108.97
2023-07-10,Textiles,Men's Regular Fit Jeans,TXT-001,25,14.81,370.18
2023-07-10,Textiles,Twin Size Sheet Set,TXT-002,23,10.6,243.86
2023-07-10,Textiles,Women's Skinny Jeans,TXT-003,44,15.05,662.19
2023-07-10,Textiles,Women's V-Neck T-Shirt,TXT-003,20,3.16,63.19
2023-07-17,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,20,59.95,1198.96
2023-07-17,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,20,91.95,1839.08
2023-07-17,Food,Great Value Large Eggs (1 Dozen),FOD-003,46,2.29,105.44
2023-07-17,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,25,1.19,29.67
2023-07-17,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,38,4.14,157.44
2023-07-17,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,30,16.4,492.07
2023-07-17,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,21,5.95,125.04
2023-07-17,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,26,8.21,213.47
2023-07-17,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,13,5.36,69.62
2023-07-17,Textiles,Kids' Graphic Tee,TXT-003,42,2.84,119.1
2023-07-17,Textiles,Men's Athletic Shorts,TXT-003,42,8.2,344.6
2023-07-17,Textiles,Women's V-Neck T-Shirt,TXT-003,39,3.47,135.39
2023-07-24,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,10,20.48,204.82
2023-07-24,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,9,130.2,1171.8
2023-07-24,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,16,37.63,602.16
2023-07-24,Food,Bananas (by the pound),FOD-003,35,0.78,27.18
2023-07-24,Food,Fresh Strawberries (1 lb),FOD-001,38,3.07,116.52
2023-07-24,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,31,4.28,132.65
2023-07-24,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,47,1.23,58.02
2023-07-24,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,49,4.76,233.04
2023-07-24,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,32,18.61,595.64
2023-07-24,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,38,4.44,168.82
2023-07-24,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,12,2.92,35.01
2023-07-24,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,21,15.18,318.71
2023-07-24,Textiles,Bath Towel Set (2-pack),TXT-003,30,7.85,235.62
2023-07-24,Textiles,Kids' Graphic Tee,TXT-003,20,2.7,54.09
2023-07-24,Textiles,Men's Athletic Shorts,TXT-003,39,8.16,318.11
2023-07-24,Textiles,Queen Size Comforter,TXT-003,27,23.76,641.52
2023-07-24,Textiles,Twin Size Sheet Set,TXT-001,28,9.16,256.56
2023-07-31,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,9,84.36,759.23
2023-07-31,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,7,244.82,1713.76
2023-07-31,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,17,92.32,1569.41
2023-07-31,Electronics,Roku Express HD Streaming Media Player,ELC-001,17,18.89,321.11
2023-07-31,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,13,7.82,101.63
2023-07-31,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,38,3.58,136.07
2023-07-31,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,46,1.33,61.31
2023-07-31,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,24,3.33,79.9
2023-07-31,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,34,4.81,163.58
2023-07-31,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,39,4.68,182.38
2023-07-31,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,21,2.75,57.76
2023-07-31,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,39,14.25,555.75
2023-07-31,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,17,6.38,108.46
2023-08-07,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,26,77.21,2007.53
2023-08-07,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,24,5.76,138.21
2023-08-07,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,14,23.09,323.23
2023-08-07,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,18,268.67,4836
2023-08-07,Electronics,Roku Express HD Streaming Media Player,ELC-002,8,19.37,154.96
2023-08-07,Food,Fresh Strawberries (1 lb),FOD-002,46,2.99,137.41
2023-08-07,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,50,4.63,231.43
2023-08-07,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,19,5.12,97.22
2023-08-07,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,34,16.72,568.37
2023-08-07,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,31,3.02,93.67
2023-08-07,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,14,13.83,193.66
2023-08-07,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,12,5.63,67.52
2023-08-14,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,14,5.09,71.22
2023-08-14,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,7,37.56,262.92
2023-08-14,Food,Coca-Cola Soda (12-pack Cans),FOD-003,26,5.31,138.08
2023-08-14,Food,Great Value Large Eggs (1 Dozen),FOD-003,35,2.71,94.93
2023-08-14,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,49,3.9,190.87
2023-08-14,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,26,4.44,115.38
2023-08-14,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,41,8.15,334.13
2023-08-14,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,34,3.43,116.58
2023-08-14,Textiles,Queen Size Comforter,TXT-003,19,24.08,457.48
2023-08-14,Textiles,Women's V-Neck T-Shirt,TXT-003,24,2.91,69.79
2023-08-21,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,10,228.36,2283.62
2023-08-21,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,17,126.95,2158.22
2023-08-21,Food,Fresh Strawberries (1 lb),FOD-002,44,2.87,126.16
2023-08-21,Food,Great Value Large Eggs (1 Dozen),FOD-003,48,2.29,109.85
2023-08-21,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,40,4.38,175.21
2023-08-21,Textiles,Kids' Graphic Tee,TXT-003,38,3.07,116.61
2023-08-21,Textiles,Men's Athletic Shorts,TXT-003,32,7.27,232.57
2023-08-21,Textiles,Men's Fleece Hoodie,TXT-001,20,12.41,248.22
2023-08-21,Textiles,Men's Regular Fit Jeans,TXT-002,29,15.04,436.14
2023-08-21,Textiles,Twin Size Sheet Set,TXT-002,37,11,406.86
2023-08-28,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,8,83.91,671.25
2023-08-28,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,11,269.93,2969.27
2023-08-28,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,18,4.95,89.04
2023-08-28,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,34,5.2,176.79
2023-08-28,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,20,6.33,126.6
2023-09-04,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,17,252.7,4295.92
2023-09-04,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,25,139.99,3499.76
2023-09-04,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,20,37.13,742.51
2023-09-04,Food,Bananas (by the pound),FOD-003,48,0.82,39.36
2023-09-04,Food,Coca-Cola Soda (12-pack Cans),FOD-003,40,5.95,238.07
2023-09-04,Food,Fresh Strawberries (1 lb),FOD-001,38,2.98,113.22
2023-09-04,Food,Great Value Large Eggs (1 Dozen),FOD-003,28,2.74,76.61
2023-09-04,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,28,4.57,128
2023-09-04,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,21,4.82,101.14
2023-09-04,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,37,2.92,107.93
2023-09-11,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,26,74.43,1935.2
2023-09-11,Electronics,Roku Express HD Streaming Media Player,ELC-002,25,20.55,513.64
2023-09-11,Food,Coca-Cola Soda (12-pack Cans),FOD-003,38,5.17,196.63
2023-09-11,Food,Great Value Large Eggs (1 Dozen),FOD-003,29,2.47,71.62
2023-09-11,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,34,4.56,154.95
2023-09-11,Food,Lay's Classic Potato Chips (Large Bag),FOD-002,33,3.47,114.43
2023-09-11,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,16,5.33,85.28
2023-09-11,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,17,3.1,52.62
2023-09-11,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,28,15.42,431.84
2023-09-11,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,38,8.68,329.77
2023-09-11,Textiles,Bath Towel Set (2-pack),TXT-003,23,7.46,171.56
2023-09-11,Textiles,Kids' Graphic Tee,TXT-003,29,3.05,88.47
2023-09-18,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,15,59.43,891.49
2023-09-18,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,19,20.39,387.4
2023-09-18,Electronics,Roku Express HD Streaming Media Player,ELC-002,17,21.04,357.76
2023-09-18,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,7,7.84,54.89
2023-09-18,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,21,35.68,749.34
2023-09-18,Food,Fresh Strawberries (1 lb),FOD-002,50,3.29,164.67
2023-09-18,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,28,3.83,107.31
2023-09-18,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,36,4.5,162.14
2023-09-18,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,12,2.75,33.05
2023-09-18,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,27,3.23,87.14
2023-09-18,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,27,8.79,237.43
2023-09-18,Textiles,Kids' Graphic Tee,TXT-003,26,2.77,72.07
2023-09-18,Textiles,Men's Fleece Hoodie,TXT-001,21,10.92,229.35
2023-09-18,Textiles,Twin Size Sheet Set,TXT-001,28,9.48,265.54
2023-09-18,Textiles,Women's Skinny Jeans,TXT-003,45,14.83,667.56
2023-09-25,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,30,4.33,129.81
2023-09-25,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,31,4.78,148.04
2023-09-25,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,34,3.04,103.28
2023-09-25,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,38,13.55,514.9
2023-09-25,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,33,7.38,243.39
2023-09-25,Textiles,Bath Towel Set (2-pack),TXT-003,34,7.26,246.99
2023-09-25,Textiles,Kids' Graphic Tee,TXT-003,34,2.78,94.38
2023-09-25,Textiles,Men's Fleece Hoodie,TXT-001,22,12.51,275.28
2023-09-25,Textiles,Women's V-Neck T-Shirt,TXT-003,28,3.48,97.33
2023-10-02,Electronics,Roku Express HD Streaming Media Player,ELC-002,12,19.63,235.58
2023-10-02,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,16,34.43,550.9
2023-10-02,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,28,3.08,86.17
2023-10-02,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,16,6.39,102.18
2023-10-09,Food,Coca-Cola Soda (12-pack Cans),FOD-003,38,5.95,226.23
2023-10-09,Food,Fresh Strawberries (1 lb),FOD-002,40,2.93,117.04
2023-10-09,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,41,4.37,179.12
2023-10-16,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,15,73.03,1095.38
2023-10-16,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,23,56.62,1302.31
2023-10-16,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,15,135.33,2029.91
2023-10-16,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,16,34.86,557.74
2023-10-16,Food,Great Value Large Eggs (1 Dozen),FOD-003,41,2.6,106.52
2023-10-16,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,27,3.58,96.69
2023-10-16,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,46,3.89,179.04
2023-10-16,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,30,1.18,35.27
2023-10-16,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,44,4.28,188.36
2023-10-23,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,11,5.41,59.51
2023-10-23,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,7,274.86,1924.01
2023-10-23,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,8,133.96,1071.68
2023-10-23,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,21,7.5,157.46
2023-10-23,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,23,36.67,843.43
2023-10-23,Textiles,Bath Towel Set (2-pack),TXT-003,40,7.96,318.23
2023-10-23,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,19,3.22,61.18
2023-10-23,Textiles,Men's Regular Fit Jeans,TXT-001,18,16.39,295.08
2023-10-30,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,26,75.16,1954.28
2023-10-30,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,6,23.04,138.25
2023-10-30,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,24,258.72,6209.28
2023-10-30,Food,Coca-Cola Soda (12-pack Cans),FOD-003,33,5.59,184.49
2023-10-30,Food,Fresh Strawberries (1 lb),FOD-002,34,3.26,110.89
2023-10-30,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,48,3.34,160.17
2023-10-30,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,29,4.66,135.12
2023-10-30,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,32,4.4,140.65
2023-10-30,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,16,16.05,256.85
2023-10-30,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,22,5.26,115.79
2023-11-06,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,36,18.14,652.86
2023-11-06,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,36,2.85,102.55
2023-11-06,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,25,6.24,156.06
2023-11-06,Textiles,Men's Athletic Shorts,TXT-003,29,8.18,237.32
2023-11-06,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,40,3.23,129.29
2023-11-06,Textiles,Men's Fleece Hoodie,TXT-001,32,11.54,369.16
2023-11-06,Textiles,Men's Regular Fit Jeans,TXT-002,39,15.01,585.29
2023-11-13,Food,Coca-Cola Soda (12-pack Cans),FOD-003,37,5.33,197.17
2023-11-13,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,41,9.34,382.94
2023-11-13,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,33,19.1,630.46
2023-11-13,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,26,6.08,157.99
2023-11-13,Textiles,Bath Towel Set (2-pack),TXT-003,44,8.08,355.35
2023-11-13,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,20,3.78,75.58
2023-11-13,Textiles,Men's Fleece Hoodie,TXT-001,36,12.09,435.17
2023-11-13,Textiles,Women's Skinny Jeans,TXT-003,21,15.02,315.48
2023-11-13,Textiles,Women's V-Neck T-Shirt,TXT-003,28,3.43,95.95
2023-11-20,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,13,84.33,1096.3
2023-11-20,Electronics,Roku Express HD Streaming Media Player,ELC-002,23,19.51,448.67
2023-11-20,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,20,36.21,724.29
2023-11-20,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,43,3.17,136.46
2023-11-20,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,31,4.45,138.09
2023-11-20,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,31,8,248.01
2023-11-20,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,32,5.57,178.39
2023-11-20,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,24,4.4,105.53
2023-11-20,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,26,16.11,418.83
2023-11-20,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,17,6.59,112.05
2023-11-20,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,23,6.04,138.97
2023-11-27,Food,Bananas (by the pound),FOD-003,31,0.8,24.87
2023-11-27,Food,Great Value Large Eggs (1 Dozen),FOD-003,25,2.53,63.28
2023-11-27,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,29,4.47,129.52
2023-11-27,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,51,1.3,66.4
2023-11-27,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,32,18.64,596.59
2023-11-27,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,25,2.88,72.01
2023-11-27,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,29,16.35,474.02
2023-11-27,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,13,8.76,113.82
2023-11-27,Textiles,Bath Towel Set (2-pack),TXT-003,34,8.79,298.85
2023-11-27,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,36,3.57,128.47
2023-11-27,Textiles,Men's Regular Fit Jeans,TXT-001,44,16.25,714.96
2023-12-04,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,21,74.4,1562.41
2023-12-04,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,15,38.2,572.99
2023-12-04,Food,Coca-Cola Soda (12-pack Cans),FOD-003,41,5.66,232.21
2023-12-04,Food,Great Value Large Eggs (1 Dozen),FOD-003,48,2.39,114.79
2023-12-04,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,36,9.21,331.41
2023-12-04,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,22,4.94,108.7
2023-12-04,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,39,2.92,113.98
2023-12-04,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,13,14.31,185.97
2023-12-11,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,11,82.68,909.46
2023-12-11,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,24,5.87,140.8
2023-12-11,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,23,257.73,5927.8
2023-12-11,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,26,89.07,2315.9
2023-12-11,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,14,36.84,515.81
2023-12-11,Food,Fresh Strawberries (1 lb),FOD-001,40,2.72,108.81
2023-12-11,Food,Great Value Large Eggs (1 Dozen),FOD-003,50,2.58,129.21
2023-12-11,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,37,1.16,42.9
2023-12-11,Textiles,Bath Towel Set (2-pack),TXT-003,42,8.54,358.83
2023-12-11,Textiles,Men's Athletic Shorts,TXT-003,36,8.58,308.97
2023-12-11,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,18,3.33,59.99
2023-12-11,Textiles,Queen Size Comforter,TXT-003,29,24.06,697.87
2023-12-18,Food,Fresh Strawberries (1 lb),FOD-002,41,3.29,134.75
2023-12-18,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,24,3.16,75.88
2023-12-18,Textiles,Kids' Graphic Tee,TXT-003,34,2.78,94.36
2023-12-18,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,37,3.6,133.07
2023-12-25,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,18,79.83,1436.99
2023-12-25,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,26,7.22,187.59
2023-12-25,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,24,3.82,91.75
2023-12-25,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,30,4.59,137.73
2023-12-25,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,29,3.8,110.2
